state	power	likelihood
260	1	90344.5
270	1	90434
280	1	90455.5
290	1	90473.3
300	1	90483.1
310	1	90555.5
320	1	90589.9
330	1	90649.2
340	1	90716.4
350	1	90725
360	1	90816.5
370	1	90836.7
380	1	90897.9
390	1	90926.7
400	1	90991
410	1	91051.7
420	1	91080.1
430	1	91105
440	1	91113.3
450	1	91162.6
460	1	91175.1
470	1	91204.4
480	1	91251.8
490	1	91279.1
500	1	91306.1
510	1	91326.2
520	1	91376.2
530	1	91399.1
540	1	91456.4
550	1	91481.8
560	1	91519.8
570	1	91535.5
580	1	91566.9
590	1	91637
600	1	91651
610	1	91694.7
620	1	91711.9
630	1	91747.8
640	1	91801.8
650	1	91849.1
660	1	91856.3
670	1	91876.2
680	1	91893.5
690	1	91908.1
700	1	91934.9
710	1	91965.2
720	1	92015.1
730	1	92072.1
740	1	92097.9
750	1	92123.1
760	1	92152.9
770	1	92170.8
780	1	92220.5
790	1	92241.9
800	1	92265
810	1	92305.4
820	1	92312.1
830	1	92371.3
840	1	92392.1
850	1	92422.9
860	1	92463.3
870	1	92509.6
880	1	92537.7
890	1	92578.7
900	1	92622.7
910	1	92653.7
920	1	92703.8
930	1	92741.3
940	1	92794.8
950	1	92835
960	1	92873.7
970	1	92892
980	1	92924.5
990	1	92940.5
1000	1	92954.7
